source	target	source_serial	target_serial
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.oper_d1pos_le0_start_to_any	527752	510524
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.oper_d1pos_row0_agree	527752	520018
pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	pss_mechanized.seg_nth_eq	527752	498948
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.Lng_seg	526316	478982
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.adm_le0_seg	526316	481600
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.le0_prefix_row0_shift	526316	526282
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.m_5_1_ancestor_tree_1	526316	477158
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.oper_d1pos_period_row0_unif	526316	526188
pss_mechanized.oper_d1pos_ctx_period_le0Np	pss_mechanized.seg_nth_eq	526316	498948
pss_mechanized.oper_d1pos_ctx_period_multiNp	pss_mechanized.oper_d1pos_ctx_multiM	527908	519752
pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	pss_mechanized.Lng_seg	527116	478982
pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	pss_mechanized.TrMax_bound	527116	489582
pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	pss_mechanized.TrMax_seg_oper_d1pos_eq_notbrle_uncapped	527116	508024
pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	pss_mechanized.le0_refl	527116	476850
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.Lng_funpow_IncrFirst	526704	493008
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.Lng_seg	526704	478982
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.TrMax_funpow_IncrFirst	526704	493034
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.entry_funpow_IncrFirst0	526704	493348
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.entry_funpow_IncrFirst1	526704	493368
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.entry_seg	526704	479150
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.le1_imp_entry1_le	526704	506268
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.nextR1_boundary_stop_of_prefix	526704	506332
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.oper_d1pos_LngM	526704	501078
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.oper_d1pos_ctx_period_le0Np	526704	526316
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.oper_d1pos_ctx_tnc_capped	526704	511922
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.oper_d1pos_entry1	526704	501806
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.oper_d1pos_nth	526704	501310
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.seg_nth_eq	526704	498948
pss_mechanized.oper_d1pos_ctx_stop_direct	pss_mechanized.trunk_le1	526704	490452
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.Lng_funpow_IncrFirst	526890	493008
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.Lng_seg	526890	478982
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.TrMax_funpow_IncrFirst	526890	493034
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.entry_funpow_IncrFirst0	526890	493348
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.entry_funpow_IncrFirst1	526890	493368
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.nextR1_boundary_stop_of_prefix	526890	506332
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.oper_d1pos_nth	526890	501310
pss_mechanized.oper_d1pos_ctx_stop_direct_strict	pss_mechanized.seg_nth_eq	526890	498948
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized.Lng_seg	520942	478982
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized.TrMax_stop	520942	506174
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized.nextrel1_prefix_imp	520942	505852
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized.oper_d1pos_nth_below	520942	520760
pss_mechanized.oper_d1pos_ctx_stop_of_tnc	pss_mechanized.seg_nth_eq	520942	498948
pss_mechanized.oper_d1pos_ctx_tnc	pss_mechanized.TrMax_trunk_step	511246	490364
pss_mechanized.oper_d1pos_ctx_tnc_capped	pss_mechanized.Lng_seg	511922	478982
pss_mechanized.oper_d1pos_ctx_tnc_capped	pss_mechanized.TrMax_bound	511922	489582
pss_mechanized.oper_d1pos_ctx_tnc_capped	pss_mechanized.TrMax_seg_oper_d1pos_brle_capped	511922	511572
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.Lng_seg	515384	478982
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.TrMax_bound	515384	489582
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.TrMax_eq_of_prefix_agree_sym	515384	506132
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.TrMax_stop	515384	506174
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.TrMax_trunk_step	515384	490364
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.adm_le0_seg	515384	481600
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.entry_seg	515384	479150
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.oper_d1pos_LngM	515384	501078
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.oper_d1pos_b3n_boundary	515384	511058
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.oper_d1pos_entry1	515384	501806
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.oper_d1pos_le0_start_to_any	515384	510524
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.oper_d1pos_nth_low_verbatim	515384	515126
pss_mechanized.oper_d1pos_ctx_tnc_prefix	pss_mechanized.seg_nth_eq	515384	498948
pss_mechanized.oper_d1pos_entry0	pss_mechanized.oper_d1pos_nth	501554	501310
pss_mechanized.oper_d1pos_entry0_boundary	pss_mechanized.nextrel0_rtrancl_entry0_mono	503450	502984
pss_mechanized.oper_d1pos_entry0_boundary	pss_mechanized.oper_d1pos_entry0	503450	501554
pss_mechanized.oper_d1pos_entry0_boundary	pss_mechanized.poper_nextR_imp_le0	503450	483834
pss_mechanized.oper_d1pos_entry1	pss_mechanized.oper_d1pos_nth	501806	501310
pss_mechanized.oper_d1pos_expand	pss_mechanized.poper_oper_expand	500990	484954
pss_mechanized.oper_d1pos_le0_base_back	pss_mechanized.oper_d1pos_LngM	600776	501078
pss_mechanized.oper_d1pos_le0_base_back	pss_mechanized.oper_d1pos_ctx_period_le0Np	600776	526316
pss_mechanized.oper_d1pos_le0_block_lift_fwd	pss_mechanized.nextrel0_rtrancl_mono	608634	476900
pss_mechanized.oper_d1pos_le0_block_lift_fwd	pss_mechanized.oper_gen_le0_within_forward	608634	592522
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized.le0_refl	504096	476850
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized.le0_trans	504096	477422
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized.oper_d1pos_LngM	504096	501078
pss_mechanized.oper_d1pos_le0_blockstarts	pss_mechanized.oper_d1pos_block_chain	504096	503986
pss_mechanized.oper_d1pos_le0_confined	pss_mechanized.nextrel0_rtrancl_entry0_mono	503210	502984
pss_mechanized.oper_d1pos_le0_confined	pss_mechanized.nextrel0_rtrancl_mono	503210	476900
pss_mechanized.oper_d1pos_le0_cross_back	pss_mechanized.oper_d1pos_LngM	601334	501078
pss_mechanized.oper_d1pos_le0_cross_back	pss_mechanized.oper_d1pos_ctx_period_le0Np	601334	526316
pss_mechanized.oper_d1pos_le0_offset_within	pss_mechanized.nextrel0_rtrancl_mono	646088	476900
pss_mechanized.oper_d1pos_le0_offset_within	pss_mechanized.operB_gen_LngM	646088	581146
pss_mechanized.oper_d1pos_le0_offset_within	pss_mechanized.oper_gen_nextrel0_within	646088	581970
pss_mechanized.oper_d1pos_le0_prefix_back	pss_mechanized.le0_prefix_agree	697354	505794
pss_mechanized.oper_d1pos_le0_prefix_back	pss_mechanized.m_5_1_ancestor_tree_1	697354	477158
pss_mechanized.oper_d1pos_le0_prefix_back	pss_mechanized.oper_d1pos_LngM	697354	501078
pss_mechanized.oper_d1pos_le0_prefix_back	pss_mechanized.oper_gen_block_nth	697354	504310
pss_mechanized.oper_d1pos_le0_prefix_back	pss_mechanized.oper_gen_nth_prefix	697354	504992
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.le0_prefix_row0	609102	520236
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.le0_trans	609102	477422
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.m_5_1_ancestor_tree_1	609102	477158
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.oper_d1pos_le0_start_to_any	609102	510524
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.oper_d1pos_nth	609102	501310
pss_mechanized.oper_d1pos_le0_prefix_lift_fwd	pss_mechanized.oper_d1pos_nth_prefix	609102	501900
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized.le0_trans	510524	477422
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized.oper_d1pos_LngM	510524	501078
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized.oper_d1pos_le0_start_to_start	510524	510044
pss_mechanized.oper_d1pos_le0_start_to_any	pss_mechanized.oper_d1pos_le0_within	510524	509790
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized.le0_refl	510044	476850
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized.le0_trans	510044	477422
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized.oper_d1pos_LngM	510044	501078
pss_mechanized.oper_d1pos_le0_start_to_start	pss_mechanized.oper_d1pos_block_chain	510044	503986
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.le0_ances_aux	509790	476986
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.le0_build	509790	477112
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.nextrel0_rtrancl_mono	509790	476900
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.oper_d1pos_LngM	509790	501078
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.oper_d1pos_nextrel0_within	509790	509478
pss_mechanized.oper_d1pos_le0_within	pss_mechanized.poper_nextR_imp_le0	509790	483834
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.Lng_seg	521422	478982
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.P_butlast_take_at_anchor	521422	516466
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.P_funpow_IncrFirst	521422	480144
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.P_nonempty	521422	479566
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.anchor_ge_of_leftmin	521422	518342
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.entry_funpow_IncrFirst0	521422	493348
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.entry_seg	521422	479150
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.idxsum_lastcut_lmin_at	521422	521246
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.oper_d1pos_branch_anchor	521422	513900
pss_mechanized.oper_d1pos_lenPSeq_unified	pss_mechanized.oper_d1pos_branch_butl	521422	513988
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.Lng_seg	530034	478982
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.entry_seg	530034	479150
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_LngM	530034	501078
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_clt_regB	530034	517588
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_ctx_j0lt	530034	519540
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	530034	527752
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_ctx_period_multiNp	530034	527908
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_ctx_r1le	530034	519448
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_entry1	530034	501806
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_lenPSeq_unified	530034	521422
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_notbrle_Br_align_regA	530034	516208
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_nth_low_verbatim	530034	515126
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.oper_d1pos_row0_agree	530034	520018
pss_mechanized.oper_d1pos_low_anchor_shamt0	pss_mechanized.seg_nth_eq	530034	498948
pss_mechanized.oper_d1pos_nextrel0_transfer	pss_mechanized.oper_d1pos_LngM	503668	501078
pss_mechanized.oper_d1pos_nextrel0_transfer	pss_mechanized.oper_d1pos_entry0	503668	501554
pss_mechanized.oper_d1pos_nextrel0_transfer	pss_mechanized.oper_d1pos_entry0_boundary	503668	503450
pss_mechanized.oper_d1pos_nextrel0_within	pss_mechanized.oper_d1pos_LngM	509478	501078
pss_mechanized.oper_d1pos_nextrel0_within	pss_mechanized.oper_d1pos_entry0	509478	501554
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized.Br_seg_reshape	514976	514410
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized.Lng_seg	514976	478982
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized.P_nonempty	514976	479566
pss_mechanized.oper_d1pos_notbrle_Br_align	pss_mechanized.TrMax_seg_oper_d1pos_eq_span	514976	507564
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized.Br_seg_reshape	516208	514410
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized.Lng_seg	516208	478982
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized.P_nonempty	516208	479566
pss_mechanized.oper_d1pos_notbrle_Br_align_regA	pss_mechanized.TrMax_seg_oper_d1pos_eq_regA	516208	515512
pss_mechanized.oper_d1pos_notbrle_LOW_eq	pss_mechanized.P_funpow_IncrFirst	513622	480144
pss_mechanized.oper_d1pos_notbrle_LOW_eq	pss_mechanized.oper_d1pos_LOW_source_eq	513622	502180
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.Lng_funpow_IncrFirst	530620	493008
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.Lng_seg	530620	478982
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.entry_funpow_IncrFirst0	530620	493348
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.entry_funpow_IncrFirst1	530620	493368
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.nextR1_boundary_stop_d1pos	530620	506704
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_LngM	530620	501078
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_branch_anchor	530620	513900
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_dpos	530620	519370
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_j0lt	530620	519540
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_le0Np	530620	520540
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_multiM	530620	519752
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_notbrleNp	530620	527348
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_notbrleNp_verbatim	530620	527752
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_period_le0Np	530620	526316
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_period_multiNp	530620	527908
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_period_tncstrict_uncapped	530620	527116
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_stop_direct	530620	526704
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_stop_direct_strict	530620	526890
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_tnc_capped	530620	511922
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_ctx_tnc_prefix	530620	515384
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_lenPSeq_unified	530620	521422
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_low_anchor_shamt0	530620	530034
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_Br_align_regA	530620	516208
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	530620	524326
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	530620	529576
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	530620	522036
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	530620	523244
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_period_boundary_geom	530620	525948
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_notbrle_period_fullShift	530620	525070
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.oper_d1pos_period_boundary_cleMB	530620	530332
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq	pss_mechanized.seg_funpow_IncrFirst0	530620	524484
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.Lng_seg	524326	478982
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_anchor_coincide_period_unified	524326	521186
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_branch_butl	524326	513988
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_branch_collapse_concrete	524326	513962
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_branch_lowshift_regA	524326	516562
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_clt_regB	524326	517588
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_notbrle_Br_align_regA	524326	516208
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_boundary	pss_mechanized.oper_d1pos_tail_junction	524326	514354
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.Lng_seg	529576	478982
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.entry_funpow_IncrFirst0	529576	493348
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.entry_funpow_IncrFirst1	529576	493368
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.idxsum_P_component_nonempty	529576	487716
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_LngM	529576	501078
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_anchor_coincide_period_unified	529576	521186
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_branch_anchor	529576	513900
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_branch_butl	529576	513988
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_branch_collapse_concrete	529576	513962
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_notbrle_Br_align	529576	514976
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.oper_d1pos_tail_junction	529576	514354
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.seg_funpow_IncrFirst0	529576	524484
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_periodic	pss_mechanized.seg_of_seg	529576	499018
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.Lng_seg	522036	478982
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_anchor_coincide_regA2	522036	518088
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_branch_butl	522036	513988
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_branch_collapse_concrete	522036	513962
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_branch_lowshift_regA	522036	516562
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_cNlt_of_Ajm2	522036	516814
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_clt_regA	522036	517158
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_notbrle_Br_align_regA	522036	516208
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regA	pss_mechanized.oper_d1pos_tail_junction	522036	514354
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.Lng_seg	523244	478982
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.oper_d1pos_anchor_coincide_period_unified	523244	521186
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.oper_d1pos_branch_butl	523244	513988
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.oper_d1pos_branch_collapse_concrete	523244	513962
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.oper_d1pos_branch_lowshift_regA	523244	516562
pss_mechanized.oper_d1pos_notbrle_LOW_take_eq_regB	pss_mechanized.oper_d1pos_clt_regB	523244	517588
